latitude,longitude,risk_level
48.840137748275865,2.3560735999999998,0.39
48.840137748275865,2.358716,0.26
48.84166601034483,2.3560735999999998,0.63
48.84166601034483,2.358716,0.35
48.84166601034483,2.3613584,0.05
48.8431942724138,2.3560735999999998,0.82
48.8431942724138,2.358716,0.56
48.8431942724138,2.3613584,0.26
48.8431942724138,2.3640008,0.38
48.8431942724138,2.3666432,0.32
48.84472253448276,2.3560735999999998,0.96
48.84472253448276,2.358716,0.59
48.84472253448276,2.3613584,0.03
48.84472253448276,2.3640008,0.02
48.84472253448276,2.3666432,0.42
48.84472253448276,2.3692856,0.67
48.84625079655172,2.3560735999999998,1.0
48.84625079655172,2.358716,0.67
48.84625079655172,2.3613584,0.24
48.84625079655172,2.3640008,0.03
48.84625079655172,2.3666432,0.0
48.84625079655172,2.3692856,0.24
48.84625079655172,2.371928,0.71
48.84625079655172,2.3745704,0.83
48.84777905862069,2.3560735999999998,0.97
48.84777905862069,2.358716,0.82
48.84777905862069,2.3613584,0.31
48.84777905862069,2.3640008,0.17
48.84777905862069,2.3666432,0.19
48.84777905862069,2.3692856,0.01
48.84777905862069,2.371928,0.25
48.84777905862069,2.3745704,0.47
48.84777905862069,2.3772127999999997,0.07
48.849307320689654,2.3560735999999998,1.0
48.849307320689654,2.358716,0.91
48.849307320689654,2.3613584,0.0
48.849307320689654,2.3640008,0.07
48.849307320689654,2.3666432,0.21
48.849307320689654,2.3692856,0.2
48.849307320689654,2.371928,0.21
48.849307320689654,2.3745704,0.35
48.849307320689654,2.3772127999999997,0.47
48.849307320689654,2.3798551999999997,0.17
48.849307320689654,2.3824975999999998,0.04
48.85083558275862,2.3560735999999998,0.97
48.85083558275862,2.358716,0.93
48.85083558275862,2.3613584,0.12
48.85083558275862,2.3640008,0.0
48.85083558275862,2.3666432,0.22
48.85083558275862,2.3692856,0.33
48.85083558275862,2.371928,0.49
48.85083558275862,2.3745704,0.47
48.85083558275862,2.3772127999999997,0.44
48.85083558275862,2.3798551999999997,0.57
48.85083558275862,2.3824975999999998,0.66
48.85083558275862,2.38514,0.75
48.852363844827586,2.3560735999999998,1.0
48.852363844827586,2.358716,0.93
48.852363844827586,2.3613584,0.73
48.852363844827586,2.3640008,0.13
48.852363844827586,2.3666432,0.28
48.852363844827586,2.3692856,0.49
48.852363844827586,2.371928,0.64
48.852363844827586,2.3745704,0.48
48.852363844827586,2.3772127999999997,0.45
48.852363844827586,2.3798551999999997,0.5
48.852363844827586,2.3824975999999998,0.54
48.852363844827586,2.38514,0.6
48.852363844827586,2.3877824,0.0
48.85389210689655,2.3560735999999998,1.0
48.85389210689655,2.358716,0.98
48.85389210689655,2.3613584,0.99
48.85389210689655,2.3640008,0.52
48.85389210689655,2.3666432,0.35
48.85389210689655,2.3692856,0.82
48.85389210689655,2.371928,0.85
48.85389210689655,2.3745704,0.65
48.85389210689655,2.3772127999999997,0.54
48.85389210689655,2.3798551999999997,0.46
48.85389210689655,2.3824975999999998,0.46
48.85389210689655,2.38514,0.59
48.85389210689655,2.3877824,0.68
48.85389210689655,2.3904248,0.77
48.85389210689655,2.3930672,0.6
48.85542036896552,2.3402192,0.36
48.85542036896552,2.3560735999999998,0.95
48.85542036896552,2.358716,0.91
48.85542036896552,2.3613584,0.99
48.85542036896552,2.3640008,0.64
48.85542036896552,2.3666432,0.47
48.85542036896552,2.3692856,0.71
48.85542036896552,2.371928,1.0
48.85542036896552,2.3745704,0.66
48.85542036896552,2.3772127999999997,0.53
48.85542036896552,2.3798551999999997,0.5
48.85542036896552,2.3824975999999998,0.52
48.85542036896552,2.38514,0.55
48.85542036896552,2.3877824,0.88
48.85542036896552,2.3904248,0.09
48.85542036896552,2.3930672,0.84
48.85542036896552,2.3957095999999996,0.16
48.856948631034484,2.3402192,0.23
48.856948631034484,2.3428616,1.0
48.856948631034484,2.3560735999999998,0.76
48.856948631034484,2.358716,0.8
48.856948631034484,2.3613584,0.84
48.856948631034484,2.3640008,0.7
48.856948631034484,2.3666432,0.55
48.856948631034484,2.3692856,0.58
48.856948631034484,2.371928,0.87
48.856948631034484,2.3745704,0.74
48.856948631034484,2.3772127999999997,0.59
48.856948631034484,2.3798551999999997,0.47
48.856948631034484,2.3824975999999998,0.48
48.856948631034484,2.38514,0.33
48.856948631034484,2.3877824,0.27
48.856948631034484,2.3904248,0.01
48.856948631034484,2.3930672,0.27
48.85847689310345,2.3402192,0.86
48.85847689310345,2.3428616,0.79
48.85847689310345,2.3560735999999998,0.62
48.85847689310345,2.358716,0.72
48.85847689310345,2.3613584,0.95
48.85847689310345,2.3640008,0.83
48.85847689310345,2.3666432,0.55
48.85847689310345,2.3692856,0.57
48.85847689310345,2.371928,0.6
48.85847689310345,2.3745704,0.78
48.85847689310345,2.3772127999999997,0.59
48.85847689310345,2.3798551999999997,0.45
48.85847689310345,2.3824975999999998,0.42
48.85847689310345,2.38514,0.84
48.85847689310345,2.3877824,0.44
48.85847689310345,2.3904248,0.14
48.860005155172416,2.3375768,0.66
48.860005155172416,2.3402192,0.66
48.860005155172416,2.3428616,0.69
48.860005155172416,2.345504,0.57
48.860005155172416,2.3560735999999998,0.46
48.860005155172416,2.358716,0.68
48.860005155172416,2.3613584,1.0
48.860005155172416,2.3640008,0.91
48.860005155172416,2.3666432,0.43
48.860005155172416,2.3692856,0.56
48.860005155172416,2.371928,0.55
