latitude,longitude,risk_level
48.840137748275865,2.3560735999999998,0.65
48.840137748275865,2.358716,0.65
48.84166601034483,2.3560735999999998,0.83
48.84166601034483,2.358716,0.67
48.84166601034483,2.3613584,0.99
48.8431942724138,2.3560735999999998,0.88
48.8431942724138,2.358716,0.91
48.8431942724138,2.3613584,0.5
48.8431942724138,2.3640008,0.18
48.8431942724138,2.3666432,0.9
48.84472253448276,2.3560735999999998,0.95
48.84472253448276,2.358716,0.7
48.84472253448276,2.3613584,0.04
48.84472253448276,2.3640008,0.33
48.84472253448276,2.3666432,0.7
48.84472253448276,2.3692856,0.79
48.84625079655172,2.3560735999999998,1.0
48.84625079655172,2.358716,0.73
48.84625079655172,2.3613584,0.44
48.84625079655172,2.3640008,0.11
48.84625079655172,2.3666432,0.18
48.84625079655172,2.3692856,0.74
48.84625079655172,2.371928,0.79
48.84625079655172,2.3745704,0.37
48.84777905862069,2.3560735999999998,0.98
48.84777905862069,2.358716,0.89
48.84777905862069,2.3613584,0.67
48.84777905862069,2.3640008,0.82
48.84777905862069,2.3666432,0.58
48.84777905862069,2.3692856,0.15
48.84777905862069,2.371928,0.74
48.84777905862069,2.3745704,0.46
48.84777905862069,2.3772127999999997,0.49
48.849307320689654,2.3560735999999998,0.96
48.849307320689654,2.358716,0.86
48.849307320689654,2.3613584,0.47
48.849307320689654,2.3640008,0.56
48.849307320689654,2.3666432,0.64
48.849307320689654,2.3692856,0.45
48.849307320689654,2.371928,0.46
48.849307320689654,2.3745704,0.79
48.849307320689654,2.3772127999999997,0.67
48.849307320689654,2.3798551999999997,0.5
48.849307320689654,2.3824975999999998,0.81
48.85083558275862,2.3560735999999998,0.99
48.85083558275862,2.358716,0.83
48.85083558275862,2.3613584,0.27
48.85083558275862,2.3640008,0.32
48.85083558275862,2.3666432,0.34
48.85083558275862,2.3692856,0.14
48.85083558275862,2.371928,0.37
48.85083558275862,2.3745704,0.66
48.85083558275862,2.3772127999999997,0.72
48.85083558275862,2.3798551999999997,0.47
48.85083558275862,2.3824975999999998,0.15
48.85083558275862,2.38514,0.71
48.852363844827586,2.3560735999999998,0.98
48.852363844827586,2.358716,0.58
48.852363844827586,2.3613584,0.09
48.852363844827586,2.3640008,0.1
48.852363844827586,2.3666432,0.06
48.852363844827586,2.3692856,0.16
48.852363844827586,2.371928,0.34
48.852363844827586,2.3745704,0.49
48.852363844827586,2.3772127999999997,0.49
